pcds,oslaua,lat,long,lsoa21,msoa21
BR1 1AA,E09000006,51.401545,0.01544,E01034386,E02000144
BR1 1AB,E09000006,51.406333,0.015234,E01000676,E02000134
BR1 1AD,E09000006,51.400057,0.016741,E01034386,E02000144
BR1 1AE,E09000006,51.404543,0.014221,E01000677,E02000144
BR1 1AF,E09000006,51.401391,0.014973,E01034386,E02000144
BR1 1AG,E09000006,51.401391,0.014973,E01034386,E02000144
BR1 1AH,E09000006,51.400441,0.01739,E01034386,E02000144
BR1 1AJ,E09000006,51.400488,0.018859,E01034386,E02000144
BR1 1AL,E09000006,51.406549,0.01313,E01000676,E02000134
BR1 1AN,E09000006,51.406625,0.017591,E01034385,E02000144
BR1 1AP,E09000006,51.4061,0.018286,E01034385,E02000144
BR1 1AQ,E09000006,51.405876,0.015631,E01000676,E02000134
BR1 1AR,E09000006,51.407274,0.01749,E01034385,E02000144
BR1 1AS,E09000006,51.398996,0.016191,E01000670,E02000144
BR1 1AX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1BA,E09000006,51.39909,0.015462,E01000670,E02000144
BR1 1BB,E09000006,51.398191,0.015422,E01000670,E02000144
BR1 1BP,E09000006,51.409026,0.010262,E01000674,E02000134
BR1 1BQ,E09000006,51.408057,0.015899,E01034385,E02000144
BR1 1BS,E09000006,51.407276,0.01007,E01000676,E02000134
BR1 1BT,E09000006,51.399139,0.012589,E01000829,E02000144
BR1 1BU,E09000006,51.409073,0.010149,E01000674,E02000134
BR1 1BW,E09000006,51.398996,0.016191,E01000670,E02000144
BR1 1BX,E09000006,51.407276,0.01007,E01000676,E02000134
BR1 1BY,E09000006,51.408116,0.010898,E01000676,E02000134
BR1 1BZ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1DA,E09000006,51.407152,0.017254,E01034385,E02000144
BR1 1DB,E09000006,51.407276,0.01007,E01000676,E02000134
BR1 1DD,E09000006,51.40389,0.016607,E01000676,E02000134
BR1 1DE,E09000006,51.408561,0.010616,E01000674,E02000134
BR1 1DF,E09000006,51.408898,0.010386,E01000674,E02000134
BR1 1DG,E09000006,51.409191,0.010068,E01000674,E02000134
BR1 1DH,E09000006,51.409026,0.010262,E01000674,E02000134
BR1 1DJ,E09000006,51.404038,0.017405,E01034385,E02000144
BR1 1DL,E09000006,51.409191,0.010068,E01000674,E02000134
BR1 1DN,E09000006,51.40389,0.016607,E01000676,E02000134
BR1 1DP,E09000006,51.398996,0.016191,E01000670,E02000144
BR1 1DQ,E09000006,51.408898,0.010386,E01000674,E02000134
BR1 1DR,E09000006,51.39909,0.015462,E01000670,E02000144
BR1 1DS,E09000006,51.399768,0.016297,E01034386,E02000144
BR1 1DT,E09000006,51.409026,0.010262,E01000674,E02000134
BR1 1DU,E09000006,51.398996,0.016191,E01000670,E02000144
BR1 1DW,E09000006,51.404088,0.014488,E01000677,E02000144
BR1 1DX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1EA,E09000006,51.400462,0.016715,E01034386,E02000144
BR1 1EE,E09000006,51.400887,0.015541,E01034386,E02000144
BR1 1EG,E09000006,51.401684,0.015705,E01034386,E02000144
BR1 1EH,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1EJ,E09000006,51.400887,0.015541,E01034386,E02000144
BR1 1EL,E09000006,51.401785,0.01558,E01034386,E02000144
BR1 1EN,E09000006,51.402059,0.015362,E01034386,E02000144
BR1 1EP,E09000006,51.40181,0.014144,E01034386,E02000144
BR1 1ER,E09000006,51.399372,0.017904,E01034386,E02000144
BR1 1ES,E09000006,51.402709,0.014183,E01000677,E02000144
BR1 1EU,E09000006,51.402709,0.014183,E01000677,E02000144
BR1 1EW,E09000006,51.40253,0.015196,E01000677,E02000144
BR1 1EX,E09000006,51.403765,0.014474,E01000677,E02000144
BR1 1EY,E09000006,51.403001,0.014958,E01000677,E02000144
BR1 1EZ,E09000006,51.404335,0.014787,E01000677,E02000144
BR1 1GA,E09000006,51.404256,0.014697,E01000677,E02000144
BR1 1HA,E09000006,51.403765,0.014474,E01000677,E02000144
BR1 1HB,E09000006,51.404506,0.014262,E01000677,E02000144
BR1 1HD,E09000006,51.40389,0.016607,E01000676,E02000134
BR1 1HE,E09000006,51.405539,0.014351,E01000677,E02000144
BR1 1HF,E09000006,51.402902,0.014997,E01000677,E02000144
BR1 1HG,E09000006,51.403722,0.014875,E01000677,E02000144
BR1 1HH,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1HJ,E09000006,51.405207,0.014279,E01000677,E02000144
BR1 1HL,E09000006,51.405405,0.014302,E01000677,E02000144
BR1 1HN,E09000006,51.400389,0.015203,E01034386,E02000144
BR1 1HP,E09000006,51.40078,0.014429,E01034386,E02000144
BR1 1HQ,E09000006,51.404506,0.014262,E01000677,E02000144
BR1 1HR,E09000006,51.401647,0.01474,E01034386,E02000144
BR1 1HS,E09000006,51.401561,0.014492,E01034386,E02000144
BR1 1HT,E09000006,51.40152,0.014275,E01034386,E02000144
BR1 1HU,E09000006,51.402095,0.014846,E01034386,E02000144
BR1 1HW,E09000006,51.400948,0.013574,E01034386,E02000144
BR1 1HX,E09000006,51.40114,0.014416,E01034386,E02000144
BR1 1HY,E09000006,51.402102,0.014962,E01034386,E02000144
BR1 1HZ,E09000006,51.401794,0.014042,E01034386,E02000144
BR1 1JA,E09000006,51.401897,0.014349,E01034386,E02000144
BR1 1JB,E09000006,51.40257,0.014421,E01000677,E02000144
BR1 1JD,E09000006,51.404568,0.015343,E01000676,E02000134
BR1 1JF,E09000006,51.404271,0.015359,E01000676,E02000134
BR1 1JG,E09000006,51.404548,0.015486,E01000676,E02000134
BR1 1JH,E09000006,51.404505,0.01534,E01000676,E02000134
BR1 1JJ,E09000006,51.404506,0.014262,E01000677,E02000144
BR1 1JL,E09000006,51.404018,0.01542,E01000676,E02000134
BR1 1JN,E09000006,51.406873,0.015215,E01034385,E02000144
BR1 1JP,E09000006,51.403161,0.015626,E01034385,E02000144
BR1 1JQ,E09000006,51.403603,0.015516,E01034385,E02000144
BR1 1JR,E09000006,51.401897,0.014349,E01034386,E02000144
BR1 1JS,E09000006,51.402709,0.014183,E01000677,E02000144
BR1 1JT,E09000006,51.402274,0.015961,E01034386,E02000144
BR1 1JU,E09000006,51.401785,0.01558,E01034386,E02000144
BR1 1JW,E09000006,51.402883,0.015542,E01034385,E02000144
BR1 1JX,E09000006,51.400977,0.018693,E01034386,E02000144
BR1 1JY,E09000006,51.402027,0.01618,E01034386,E02000144
BR1 1LA,E09000006,51.401365,0.017028,E01034386,E02000144
BR1 1LB,E09000006,51.405947,0.014124,E01000676,E02000134
BR1 1LD,E09000006,51.401207,0.01682,E01034386,E02000144
BR1 1LE,E09000006,51.401326,0.016667,E01034386,E02000144
BR1 1LF,E09000006,51.400525,0.017264,E01034386,E02000144
BR1 1LG,E09000006,51.400924,0.017066,E01034386,E02000144
BR1 1LH,E09000006,51.401025,0.016941,E01034386,E02000144
BR1 1LJ,E09000006,51.399964,0.016938,E01034386,E02000144
BR1 1LL,E09000006,51.399964,0.016938,E01034386,E02000144
BR1 1LN,E09000006,51.400862,0.016977,E01034386,E02000144
BR1 1LP,E09000006,51.402578,0.016535,E01034386,E02000144
BR1 1LQ,E09000006,51.400862,0.016977,E01034386,E02000144
BR1 1LR,E09000006,51.402611,0.016724,E01034386,E02000144
BR1 1LS,E09000006,51.401991,0.018278,E01034386,E02000144
BR1 1LT,E09000006,51.401991,0.018278,E01034386,E02000144
BR1 1LU,E09000006,51.4014,0.017059,E01034386,E02000144
BR1 1LW,E09000006,51.40246,0.016127,E01034386,E02000144
BR1 1LX,E09000006,51.400072,0.017417,E01034386,E02000144
BR1 1LY,E09000006,51.401574,0.018475,E01034386,E02000144
BR1 1LZ,E09000006,51.400986,0.018694,E01034386,E02000144
BR1 1NA,E09000006,51.405563,0.01556,E01000676,E02000134
BR1 1NB,E09000006,51.405405,0.014302,E01000677,E02000144
BR1 1ND,E09000006,51.405965,0.015175,E01000676,E02000134
BR1 1NE,E09000006,51.405965,0.015175,E01000676,E02000134
BR1 1NF,E09000006,51.405515,0.015198,E01000676,E02000134
BR1 1NG,E09000006,51.40516,0.015427,E01000676,E02000134
BR1 1NH,E09000006,51.401761,0.017017,E01034386,E02000144
BR1 1NJ,E09000006,51.405402,0.014963,E01000676,E02000134
BR1 1NL,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1NN,E09000006,51.406104,0.013887,E01000676,E02000134
BR1 1NP,E09000006,51.406002,0.014055,E01000676,E02000134
BR1 1NQ,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1NR,E09000006,51.405355,0.017175,E01034385,E02000144
BR1 1NS,E09000006,51.402659,0.017056,E01034386,E02000144
BR1 1NT,E09000006,51.400438,0.018138,E01034386,E02000144
BR1 1NU,E09000006,51.399964,0.016938,E01034386,E02000144
BR1 1NW,E09000006,51.401761,0.017017,E01034386,E02000144
BR1 1NX,E09000006,51.400438,0.018138,E01034386,E02000144
BR1 1NY,E09000006,51.406459,0.01314,E01000676,E02000134
BR1 1NZ,E09000006,51.406929,0.012471,E01000676,E02000134
BR1 1PA,E09000006,51.407635,0.013249,E01000676,E02000134
BR1 1PB,E09000006,51.407434,0.011343,E01000676,E02000134
BR1 1PD,E09000006,51.405894,0.013576,E01000676,E02000134
BR1 1PE,E09000006,51.408038,0.012304,E01000676,E02000134
BR1 1PF,E09000006,51.408695,0.012764,E01000676,E02000134
BR1 1PG,E09000006,51.406865,0.011993,E01000676,E02000134
BR1 1PH,E09000006,51.406353,0.011468,E01000676,E02000134
BR1 1PJ,E09000006,51.406353,0.011468,E01000676,E02000134
BR1 1PL,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1PN,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1PP,E09000006,51.407381,0.016013,E01034385,E02000144
BR1 1PQ,E09000006,51.406423,0.012621,E01000676,E02000134
BR1 1PR,E09000006,51.406704,0.012993,E01000676,E02000134
BR1 1PS,E09000006,51.40815,0.011547,E01000676,E02000134
BR1 1PT,E09000006,51.409073,0.010149,E01000674,E02000134
BR1 1PU,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1PW,E09000006,51.405969,0.013392,E01000676,E02000134
BR1 1PX,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1PY,E09000006,51.405429,0.012865,E01000676,E02000134
BR1 1PZ,E09000006,51.406328,0.012904,E01000676,E02000134
BR1 1QA,E09000006,51.406479,0.013558,E01000676,E02000134
BR1 1QB,E09000006,51.406303,0.014341,E01000676,E02000134
BR1 1QD,E09000006,51.405405,0.014302,E01000677,E02000144
BR1 1QE,E09000006,51.40673,0.015668,E01034385,E02000144
BR1 1QF,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1QG,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1QH,E09000006,51.406696,0.015566,E01034385,E02000144
BR1 1QJ,E09000006,51.407177,0.015818,E01034385,E02000144
BR1 1QL,E09000006,51.407177,0.015818,E01034385,E02000144
BR1 1QN,E09000006,51.407573,0.016338,E01034385,E02000144
BR1 1QP,E09000006,51.401991,0.018278,E01034386,E02000144
BR1 1QQ,E09000006,51.407404,0.016216,E01034385,E02000144
BR1 1QR,E09000006,51.40712,0.016505,E01034385,E02000144
BR1 1QS,E09000006,51.406279,0.015778,E01000676,E02000134
BR1 1QT,E09000006,51.407177,0.015818,E01034385,E02000144
BR1 1QU,E09000006,51.407176,0.016421,E01034385,E02000144
BR1 1QW,E09000006,51.40753,0.016725,E01034385,E02000144
BR1 1QX,E09000006,51.40637,0.015667,E01000676,E02000134
BR1 1QY,E09000006,51.405405,0.014302,E01000677,E02000144
BR1 1RA,E09000006,51.407719,0.010996,E01000676,E02000134
BR1 1RB,E09000006,51.407635,0.014802,E01034385,E02000144
BR1 1RD,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1RE,E09000006,51.407239,0.014296,E01000676,E02000134
BR1 1RF,E09000006,51.407341,0.014631,E01034385,E02000144
BR1 1RG,E09000006,51.407537,0.01789,E01000676,E02000134
BR1 1RH,E09000006,51.406732,0.016589,E01034385,E02000144
BR1 1RJ,E09000006,51.407762,0.018417,E01000676,E02000134
BR1 1RL,E09000006,51.406192,0.016105,E01000676,E02000134
BR1 1RN,E09000006,51.406083,0.015654,E01000676,E02000134
BR1 1RP,E09000006,51.407088,0.018387,E01034385,E02000144
BR1 1RQ,E09000006,51.407152,0.017254,E01034385,E02000144
BR1 1RR,E09000006,51.407276,0.01007,E01000676,E02000134
BR1 1RS,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1RT,E09000006,51.40538,0.015738,E01000676,E02000134
BR1 1RU,E09000006,51.40588,0.015962,E01000676,E02000134
BR1 1RW,E09000006,51.406291,0.017159,E01000676,E02000134
BR1 1RX,E09000006,51.40538,0.015738,E01000676,E02000134
BR1 1RY,E09000006,51.405764,0.016963,E01000676,E02000134
BR1 1RZ,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1SA,E09000006,51.407202,0.014381,E01000676,E02000134
BR1 1SB,E09000006,51.40769,0.015251,E01034385,E02000144
BR1 1SD,E09000006,51.407972,0.01509,E01034385,E02000144
BR1 1SE,E09000006,51.403603,0.015516,E01034385,E02000144
BR1 1SG,E09000006,51.407972,0.01509,E01034385,E02000144
BR1 1SH,E09000006,51.405511,0.015945,E01000676,E02000134
BR1 1SJ,E09000006,51.407972,0.01509,E01034385,E02000144
BR1 1SP,E09000006,51.40181,0.014144,E01034386,E02000144
BR1 1SR,E09000006,51.407177,0.015818,E01034385,E02000144
BR1 1SS,E09000006,51.407972,0.01509,E01034385,E02000144
BR1 1ST,E09000006,51.407319,0.015407,E01034385,E02000144
BR1 1SU,E09000006,51.399939,0.018374,E01034386,E02000144
BR1 1SZ,E09000006,51.399988,0.015501,E01034386,E02000144
BR1 1TA,E09000006,51.407152,0.017254,E01034385,E02000144
BR1 1TB,E09000006,51.403607,0.014223,E01000677,E02000144
BR1 1TD,E09000006,51.402225,0.016189,E01034386,E02000144
BR1 1TE,E09000006,51.406303,0.014341,E01000676,E02000134
BR1 1TF,E09000006,51.400722,0.018855,E01034386,E02000144
BR1 1TG,E09000006,51.407287,0.01831,E01034385,E02000144
BR1 1TH,E09000006,51.405405,0.014302,E01000677,E02000144
BR1 1TJ,E09000006,51.406279,0.015778,E01000676,E02000134
BR1 1TL,E09000006,51.407152,0.017254,E01034385,E02000144
BR1 1TN,E09000006,51.407152,0.017254,E01034385,E02000144
BR1 1TP,E09000006,51.406607,0.014441,E01000676,E02000134
BR1 1TQ,E09000006,51.403583,0.015659,E01034385,E02000144
BR1 1TR,E09000006,51.402296,0.017256,E01034386,E02000144
BR1 1TS,E09000006,51.402305,0.016753,E01034386,E02000144
BR1 1TT,E09000006,51.402084,0.017074,E01034386,E02000144
BR1 1TU,E09000006,51.401761,0.017017,E01034386,E02000144
BR1 1TW,E09000006,51.407287,0.01831,E01034385,E02000144
BR1 1TX,E09000006,51.404506,0.014262,E01000677,E02000144
BR1 1TY,E09000006,51.405947,0.014124,E01000676,E02000134
BR1 1UA,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1UB,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1UD,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1UE,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1UF,E09000006,51.404578,0.014754,E01000677,E02000144
BR1 1UG,E09000006,51.404578,0.014754,E01000677,E02000144
BR1 1UH,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WA,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WB,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WD,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WE,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WF,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WG,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WH,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WJ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WL,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WN,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WP,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WQ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WR,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WS,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WT,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WU,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WW,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WY,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1WZ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XA,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XB,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XD,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XE,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XF,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XU,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XW,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XY,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1XZ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1YW,E09000006,51.404548,0.015486,E01000676,E02000134
BR1 1YX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1YZ,E09000006,51.404548,0.015486,E01000676,E02000134
BR1 1ZA,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZB,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZD,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZE,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZF,E09000006,51.406353,0.011468,E01000676,E02000134
BR1 1ZG,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZH,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1ZJ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZL,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZN,E09000006,51.406353,0.011468,E01000676,E02000134
BR1 1ZP,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZQ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZR,E09000006,51.404271,0.015359,E01000676,E02000134
BR1 1ZS,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZU,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZW,E09000006,51.404397,0.015393,E01000676,E02000134
BR1 1ZX,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 1ZY,E09000006,51.404271,0.015359,E01000676,E02000134
BR1 1ZZ,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 2AA,E09000006,51.403386,0.043644,E01000645,E02000133
BR1 2AB,E09000006,51.40175,0.054426,E01000649,E02000133
BR1 2AD,E09000006,51.404295,0.046675,E01000649,E02000133
BR1 2AE,E09000006,51.403326,0.047581,E01000649,E02000133
BR1 2AF,E09000006,51.403678,0.045972,E01000649,E02000133
BR1 2AG,E09000006,51.405404,0.052735,E01000649,E02000133
BR1 2AH,E09000006,51.403246,0.047031,E01000649,E02000133
BR1 2AJ,E09000006,51.405387,0.051641,E01000649,E02000133
BR1 2AL,E09000006,51.405557,0.055258,E01000649,E02000133
BR1 2AN,E09000006,51.404401,0.056601,E01000649,E02000133
BR1 2AP,E09000006,51.404927,0.055805,E01000649,E02000133
BR1 2AQ,E09000006,51.405097,0.050722,E01000649,E02000133
BR1 2AR,E09000006,51.403602,0.053416,E01000649,E02000133
BR1 2AS,E09000006,51.401768,0.046706,E01000649,E02000133
BR1 2AT,E09000006,51.401185,0.04714,E01000649,E02000133
BR1 2AU,E09000006,51.402756,0.048346,E01000649,E02000133
BR1 2AW,E09000006,51.403878,0.055643,E01000649,E02000133
BR1 2AX,E09000006,51.400928,0.049515,E01000649,E02000133
BR1 2AY,E09000006,51.401608,0.052234,E01000649,E02000133
BR1 2AZ,E09000006,51.401411,0.052729,E01000649,E02000133
BR1 2BA,E09000006,51.404835,0.049762,E01000649,E02000133
BR1 2BB,E09000006,51.404469,0.047546,E01000649,E02000133
BR1 2BD,E09000006,51.402736,0.050473,E01000649,E02000133
BR1 2BE,E09000006,51.402204,0.05367,E01000649,E02000133
BR1 2BF,E09000006,51.404349,0.05391,E01000649,E02000133
BR1 2BG,E09000006,51.391712,0.045812,E01000652,E02000148
BR1 2BH,E09000006,51.403799,0.05758,E01000649,E02000133
BR1 2BJ,E09000006,51.402541,0.05853,E01000649,E02000133
BR1 2BL,E09000006,51.399162,0.038352,E01000648,E02000142
BR1 2BN,E09000006,51.40041,0.038954,E01000648,E02000142
BR1 2BP,E09000006,51.399433,0.038292,E01000648,E02000142
BR1 2BQ,E09000006,51.402442,0.052904,E01000649,E02000133
BR1 2BS,E09000006,51.39836,0.03846,E01000648,E02000142
BR1 2BT,E09000006,51.398655,0.038545,E01000648,E02000142
BR1 2BU,E09000006,51.399358,0.043119,E01000651,E02000146
BR1 2BW,E09000006,51.399564,0.039535,E01000648,E02000142
BR1 2BX,E09000006,51.399512,0.044075,E01000651,E02000146
BR1 2BY,E09000006,51.398981,0.041004,E01000651,E02000146
BR1 2BZ,E09000006,51.398982,0.041464,E01000651,E02000146
BR1 2DA,E09000006,51.398597,0.042899,E01000651,E02000146
BR1 2DB,E09000006,51.398196,0.041127,E01000651,E02000146
BR1 2DD,E09000006,51.39779,0.040721,E01000651,E02000146
BR1 2DE,E09000006,51.398992,0.04191,E01000651,E02000146
BR1 2DF,E09000006,51.399024,0.042659,E01000651,E02000146
BR1 2DG,E09000006,51.399059,0.043236,E01000651,E02000146
BR1 2DH,E09000006,51.39703,0.041463,E01000651,E02000146
BR1 2DJ,E09000006,51.39822,0.042882,E01000651,E02000146
BR1 2DL,E09000006,51.397153,0.042173,E01000651,E02000146
BR1 2DN,E09000006,51.397503,0.042189,E01000651,E02000146
BR1 2DP,E09000006,51.398331,0.044741,E01000651,E02000146
BR1 2DQ,E09000006,51.399077,0.044243,E01000651,E02000146
BR1 2DR,E09000006,51.401056,0.038019,E01000648,E02000142
BR1 2DS,E09000006,51.400569,0.039622,E01000648,E02000142
BR1 2DT,E09000006,51.400708,0.038392,E01000648,E02000142
BR1 2DU,E09000006,51.400124,0.040911,E01000648,E02000142
BR1 2DW,E09000006,51.397756,0.042143,E01000651,E02000146
BR1 2DX,E09000006,51.400505,0.041805,E01000648,E02000142
BR1 2DY,E09000006,51.401258,0.043952,E01000648,E02000142
BR1 2DZ,E09000006,51.400661,0.037973,E01000648,E02000142
BR1 2EA,E09000006,51.398205,0.046288,E01000650,E02000148
BR1 2EB,E09000006,51.399372,0.045392,E01000651,E02000146
BR1 2ED,E09000006,51.391147,0.044148,E01000652,E02000148
BR1 2EE,E09000006,51.397572,0.04547,E01000651,E02000146
BR1 2EF,E09000006,51.397332,0.045286,E01000651,E02000146
BR1 2EG,E09000006,51.396696,0.043102,E01000651,E02000146
BR1 2EH,E09000006,51.397487,0.043654,E01000651,E02000146
BR1 2EJ,E09000006,51.395338,0.043113,E01000651,E02000146
BR1 2EL,E09000006,51.394236,0.045479,E01000650,E02000148
BR1 2EN,E09000006,51.395332,0.04501,E01000651,E02000146
BR1 2EP,E09000006,51.392007,0.045394,E01000652,E02000148
BR1 2EQ,E09000006,51.396394,0.043936,E01000651,E02000146
BR1 2ER,E09000006,51.391301,0.04463,E01000652,E02000148
BR1 2ES,E09000006,51.391586,0.043205,E01000652,E02000148
BR1 2ET,E09000006,51.392973,0.041585,E01000651,E02000146
BR1 2EU,E09000006,51.393073,0.042035,E01000651,E02000146
BR1 2EW,E09000006,51.39659,0.045555,E01000651,E02000146
BR1 2EX,E09000006,51.394327,0.042824,E01000651,E02000146
BR1 2EY,E09000006,51.393424,0.043057,E01000652,E02000148
BR1 2EZ,E09000006,51.393681,0.043241,E01000652,E02000148
BR1 2FA,E09000006,51.398723,0.062427,E01000649,E02000133
BR1 2FB,E09000006,51.397183,0.063551,E01000650,E02000148
BR1 2FD,E09000006,51.39719,0.061151,E01000650,E02000148
BR1 2FE,E09000006,51.398368,0.060629,E01000649,E02000133
BR1 2FF,E09000006,51.399182,0.061384,E01000649,E02000133
BR1 2FG,E09000006,51.397769,0.060904,E01000650,E02000148
BR1 2FH,E09000006,51.397653,0.062408,E01000650,E02000148
BR1 2FJ,E09000006,51.397813,0.061495,E01000650,E02000148
BR1 2FL,E09000006,51.397029,0.061575,E01000650,E02000148
BR1 2FN,E09000006,51.396529,0.061883,E01000650,E02000148
BR1 2FP,E09000006,51.396791,0.06234,E01000650,E02000148
BR1 2FQ,E09000006,51.398401,0.061795,E01000649,E02000133
BR1 2FR,E09000006,51.398344,0.063,E01000649,E02000133
BR1 2FS,E09000006,51.398616,0.062868,E01000649,E02000133
BR1 2FT,E09000006,51.398878,0.060767,E01000649,E02000133
BR1 2FU,E09000006,51.398201,0.062447,E01000649,E02000133
BR1 2FW,E09000006,51.398634,0.061834,E01000649,E02000133
BR1 2FX,E09000006,51.401123,0.05838,E01000649,E02000133
BR1 2FY,E09000006,51.400482,0.056986,E01000649,E02000133
BR1 2GA,E09000006,51.397671,0.048047,E01000650,E02000148
BR1 2GB,E09000006,51.402314,0.040663,E01000648,E02000142
BR1 2GD,E09000006,51.401161,0.052085,E01000649,E02000133
BR1 2GE,E09000006,51.400992,0.051488,E01000649,E02000133
BR1 2GF,E09000006,51.398669,0.059334,E01000649,E02000133
BR1 2GJ,E09000006,51.408703,0.041954,E01000645,E02000133
BR1 2GL,E09000006,51.396158,0.04867,E01000650,E02000148
BR1 2GN,E09000006,51.409519,0.034355,E01000653,E02000142
BR1 2GP,E09000006,51.401269,0.03199,E01000648,E02000142
BR1 2GQ,E09000006,51.405038,0.04379,E01000645,E02000133
BR1 2GR,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 2GY,E09000006,51.408226,0.017604,E01000676,E02000134
BR1 2GZ,E09000006,51.397852,0.047437,E01000650,E02000148
BR1 2HA,E09000006,51.394592,0.043109,E01000651,E02000146
BR1 2HB,E09000006,51.392511,0.043289,E01000652,E02000148
BR1 2HD,E09000006,51.392772,0.043301,E01000652,E02000148
BR1 2HE,E09000006,51.39809,0.039972,E01000648,E02000142
BR1 2HF,E09000006,51.390738,0.04597,E01000652,E02000148
BR1 2HG,E09000006,51.399562,0.04737,E01000650,E02000148
BR1 2HH,E09000006,51.398838,0.051219,E01000650,E02000148
BR1 2HJ,E09000006,51.398592,0.047312,E01000650,E02000148
BR1 2HL,E09000006,51.400482,0.055462,E01000649,E02000133
BR1 2HN,E09000006,51.399285,0.052432,E01000649,E02000133
BR1 2HP,E09000006,51.400343,0.056217,E01000649,E02000133
BR1 2HQ,E09000006,51.398371,0.046598,E01000651,E02000146
BR1 2HR,E09000006,51.400209,0.05821,E01000649,E02000133
BR1 2HS,E09000006,51.399428,0.058117,E01000649,E02000133
BR1 2HT,E09000006,51.401651,0.056492,E01000649,E02000133
BR1 2HU,E09000006,51.402326,0.056939,E01000649,E02000133
BR1 2HW,E09000006,51.400039,0.054047,E01000649,E02000133
BR1 2HX,E09000006,51.401135,0.057173,E01000649,E02000133
BR1 2HY,E09000006,51.397866,0.053878,E01000650,E02000148
BR1 2HZ,E09000006,51.398158,0.053604,E01000650,E02000148
BR1 2JA,E09000006,51.399552,0.059273,E01000649,E02000133
BR1 2JB,E09000006,51.399117,0.060475,E01000649,E02000133
