pcds,oslaua,lat,long,lsoa21,msoa21
E16 1XZ,E09000025,51.508154,0.026484,E01003515,E02000749
E16 1YA,E09000025,51.51659,0.018643,E01003508,E02000744
E16 1YB,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 1YD,E09000025,51.514902,0.00907,E01034209,E02000747
E16 1YE,E09000025,51.514788,0.009959,E01034209,E02000747
E16 1YF,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 1YG,E09000025,51.51536,0.009624,E01034209,E02000747
E16 1YH,E09000025,51.51536,0.009624,E01034209,E02000747
E16 1YJ,E09000025,51.514837,0.009168,E01034209,E02000747
E16 1YL,E09000025,51.508645,0.016245,E01034210,E02000747
E16 1YN,E09000025,51.508645,0.016245,E01034210,E02000747
E16 1YP,E09000025,51.508957,0.017484,E01034208,E02000747
E16 1YQ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 1YR,E09000025,51.516974,0.012534,E01003503,E02000743
E16 1YS,E09000025,51.516854,0.012687,E01003503,E02000743
E16 1YT,E09000025,51.516698,0.012868,E01003503,E02000743
E16 1YU,E09000025,51.516594,0.012157,E01003503,E02000743
E16 1YW,E09000025,51.511741,0.012995,E01034210,E02000747
E16 1YX,E09000025,51.508408,0.022172,E01034212,E02000747
E16 1YY,E09000025,51.508408,0.022172,E01034212,E02000747
E16 1YZ,E09000025,51.504763,0.01714,E01034229,E02006999
E16 1ZA,E09000025,51.510882,0.012727,E01034210,E02000747
E16 1ZB,E09000025,51.511589,0.012398,E01034211,E02000747
E16 1ZD,E09000025,51.510608,0.013003,E01034210,E02000747
E16 1ZE,E09000025,51.507495,0.016223,E01034212,E02000747
E16 1ZF,E09000025,51.51486,0.007872,E01034209,E02000747
E16 2AA,E09000025,51.504396,0.018622,E01034229,E02006999
E16 2AB,E09000025,51.504541,0.017505,E01034229,E02006999
E16 2AD,E09000025,51.502679,0.044555,E01034225,E02006999
E16 2AE,E09000025,51.503081,0.043636,E01034225,E02006999
E16 2AF,E09000025,51.504308,0.01797,E01034229,E02006999
E16 2AG,E09000025,51.507494,0.073534,E01034207,E02000746
E16 2AH,E09000025,51.507181,0.071372,E01034207,E02000746
E16 2AJ,E09000025,51.508049,0.072147,E01034207,E02000746
E16 2AL,E09000025,51.499003,0.025227,E01034229,E02006999
E16 2AN,E09000025,51.503115,0.02613,E01033580,E02006999
E16 2AP,E09000025,51.502361,0.041111,E01034224,E02006998
E16 2AQ,E09000025,51.507546,0.072095,E01034207,E02000746
E16 2AR,E09000025,51.503893,0.024839,E01034229,E02006999
E16 2AS,E09000025,51.50297,0.025173,E01034229,E02006999
E16 2AT,E09000025,51.50154,0.021003,E01034229,E02006999
E16 2AU,E09000025,51.501916,0.023195,E01034229,E02006999
E16 2AW,E09000025,51.503534,0.025861,E01033580,E02006999
E16 2AX,E09000025,51.502008,0.02464,E01034229,E02006999
E16 2AY,E09000025,51.503912,0.027376,E01034225,E02006999
E16 2AZ,E09000025,51.502118,0.0411,E01034224,E02006998
E16 2BA,E09000025,51.499717,0.02608,E01034230,E02006999
E16 2BB,E09000025,51.502452,0.026519,E01034225,E02006999
E16 2BD,E09000025,51.503256,0.026857,E01034225,E02006999
E16 2BE,E09000025,51.503189,0.028108,E01034225,E02006999
E16 2BF,E09000025,51.508121,0.07264,E01034207,E02000746
E16 2BG,E09000025,51.500956,0.028282,E01034230,E02006999
E16 2BH,E09000025,51.508158,0.073103,E01034207,E02000746
E16 2BJ,E09000025,51.507807,0.073073,E01034207,E02000746
E16 2BL,E09000025,51.503666,0.027552,E01034225,E02006999
E16 2BN,E09000025,51.499003,0.025227,E01034229,E02006999
E16 2BP,E09000025,51.507888,0.073076,E01034207,E02000746
E16 2BQ,E09000025,51.502339,0.041326,E01034224,E02006998
E16 2BS,E09000025,51.502961,0.040187,E01034225,E02006999
E16 2BT,E09000025,51.502328,0.041441,E01034224,E02006998
E16 2BU,E09000025,51.50518,0.038816,E01034225,E02006999
E16 2BW,E09000025,51.507877,0.072687,E01034207,E02000746
E16 2BX,E09000025,51.508143,0.074442,E01034206,E02000746
E16 2BY,E09000025,51.50358,0.036699,E01034225,E02006999
E16 2BZ,E09000025,51.503536,0.041769,E01034225,E02006999
E16 2DA,E09000025,51.50268,0.042926,E01034225,E02006999
E16 2DB,E09000025,51.502364,0.045563,E01034224,E02006998
E16 2DD,E09000025,51.503379,0.045119,E01034225,E02006999
E16 2DE,E09000025,51.503779,0.045411,E01034224,E02006998
E16 2DF,E09000025,51.503282,0.044524,E01034225,E02006999
E16 2DG,E09000025,51.503058,0.045465,E01034225,E02006999
E16 2DH,E09000025,51.502635,0.046008,E01034224,E02006998
E16 2DJ,E09000025,51.502951,0.046483,E01034224,E02006998
E16 2DL,E09000025,51.507766,0.074425,E01034207,E02000746
E16 2DN,E09000025,51.502624,0.04765,E01034224,E02006998
E16 2DP,E09000025,51.502877,0.047085,E01034224,E02006998
E16 2DQ,E09000025,51.502673,0.04539,E01034224,E02006998
E16 2DR,E09000025,51.501089,0.025248,E01034229,E02006999
E16 2DS,E09000025,51.502458,0.048435,E01034224,E02006998
E16 2DT,E09000025,51.50228,0.048845,E01034224,E02006998
E16 2DU,E09000025,51.502369,0.049382,E01034224,E02006998
E16 2DW,E09000025,51.502178,0.046448,E01034224,E02006998
E16 2DX,E09000025,51.502046,0.049886,E01034224,E02006998
E16 2DY,E09000025,51.501557,0.053135,E01033581,E02006998
E16 2DZ,E09000025,51.502146,0.050323,E01034224,E02006998
E16 2EA,E09000025,51.501501,0.025381,E01034227,E02006999
E16 2EB,E09000025,51.501787,0.02548,E01034227,E02006999
E16 2ED,E09000025,51.501922,0.025458,E01034227,E02006999
E16 2EE,E09000025,51.502283,0.041439,E01034224,E02006998
E16 2EF,E09000025,51.507843,0.073607,E01034207,E02000746
E16 2EG,E09000025,51.507546,0.073637,E01034207,E02000746
E16 2EH,E09000025,51.507542,0.073853,E01034207,E02000746
E16 2EJ,E09000025,51.500295,0.055874,E01034224,E02006998
E16 2EL,E09000025,51.500553,0.054502,E01034224,E02006998
E16 2EN,E09000025,51.507838,0.073895,E01034207,E02000746
E16 2EP,E09000025,51.507766,0.073906,E01034207,E02000746
E16 2EQ,E09000025,51.500053,0.038342,E01034224,E02006998
E16 2ER,E09000025,51.500447,0.037913,E01034224,E02006998
E16 2ES,E09000025,51.499139,0.056196,E01034224,E02006998
E16 2ET,E09000025,51.508221,0.073567,E01034207,E02000746
E16 2EU,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2EW,E09000025,51.501554,0.047155,E01034224,E02006998
E16 2EX,E09000025,51.501003,0.037996,E01034226,E02006999
E16 2EY,E09000025,51.501552,0.037977,E01034226,E02006999
E16 2EZ,E09000025,51.500744,0.040981,E01034224,E02006998
E16 2FA,E09000025,51.504069,0.04064,E01034225,E02006999
E16 2FB,E09000025,51.50152,0.053724,E01033581,E02006998
E16 2FD,E09000025,51.507134,0.07199,E01034207,E02000746
E16 2FE,E09000025,51.506936,0.0725,E01034207,E02000746
E16 2FF,E09000025,51.506554,0.071747,E01034207,E02000746
E16 2FG,E09000025,51.504322,0.076387,E01033582,E02006998
E16 2FH,E09000025,51.499649,0.062487,E01003611,E02006998
E16 2FJ,E09000025,51.502252,0.03651,E01034226,E02006999
E16 2FL,E09000025,51.502252,0.03651,E01034226,E02006999
E16 2FN,E09000025,51.502136,0.037484,E01034224,E02006998
E16 2FP,E09000025,51.502283,0.03837,E01034224,E02006998
E16 2FQ,E09000025,51.508506,0.041429,E01003515,E02000749
E16 2FR,E09000025,51.502283,0.03837,E01034224,E02006998
E16 2FS,E09000025,51.502283,0.03837,E01034224,E02006998
E16 2FT,E09000025,51.501967,0.038399,E01034224,E02006998
E16 2FU,E09000025,51.507684,0.078024,E01034206,E02000746
E16 2FW,E09000025,51.501677,0.036455,E01034226,E02006999
E16 2FX,E09000025,51.501024,0.036801,E01034226,E02006999
E16 2FY,E09000025,51.501619,0.055285,E01033581,E02006998
E16 2FZ,E09000025,51.504544,0.031886,E01034225,E02006999
E16 2GA,E09000025,51.506808,0.070577,E01003480,E02000746
E16 2GB,E09000025,51.506763,0.0701,E01003480,E02000746
E16 2GD,E09000025,51.499411,0.068844,E01033582,E02006998
E16 2GE,E09000025,51.499759,0.069004,E01033582,E02006998
E16 2GF,E09000025,51.499898,0.069284,E01033581,E02006998
E16 2GG,E09000025,51.506763,0.069581,E01003480,E02000746
E16 2GH,E09000025,51.506753,0.069105,E01003480,E02000746
E16 2GJ,E09000025,51.50678,0.068616,E01003480,E02000746
E16 2GL,E09000025,51.503248,0.034061,E01034225,E02006999
E16 2GN,E09000025,51.500403,0.059999,E01003611,E02006998
E16 2GP,E09000025,51.500638,0.03674,E01034226,E02006999
E16 2GQ,E09000025,51.502176,0.034691,E01034225,E02006999
E16 2GR,E09000025,51.501897,0.035701,E01034225,E02006999
E16 2GS,E09000025,51.502223,0.035096,E01034226,E02006999
E16 2GT,E09000025,51.505522,0.075707,E01034207,E02000746
E16 2GU,E09000025,51.506201,0.075449,E01034207,E02000746
E16 2GW,E09000025,51.506453,0.074928,E01034207,E02000746
E16 2GX,E09000025,51.506595,0.075496,E01034206,E02000746
E16 2GY,E09000025,51.506343,0.076032,E01034206,E02000746
E16 2GZ,E09000025,51.505503,0.07474,E01034207,E02000746
E16 2HA,E09000025,51.505483,0.07533,E01034207,E02000746
E16 2HB,E09000025,51.500985,0.043672,E01034224,E02006998
E16 2HD,E09000025,51.500698,0.043126,E01034224,E02006998
E16 2HE,E09000025,51.499165,0.024716,E01034229,E02006999
E16 2HF,E09000025,51.499024,0.024018,E01034229,E02006999
E16 2HG,E09000025,51.502084,0.050796,E01034224,E02006998
E16 2HH,E09000025,51.502084,0.050796,E01034224,E02006998
E16 2HJ,E09000025,51.502181,0.051953,E01034224,E02006998
E16 2HL,E09000025,51.501709,0.051687,E01034224,E02006998
E16 2HN,E09000025,51.502247,0.052777,E01034224,E02006998
E16 2HP,E09000025,51.501498,0.033853,E01034225,E02006999
E16 2HQ,E09000025,51.502084,0.050796,E01034224,E02006998
E16 2HR,E09000025,51.501797,0.054327,E01033581,E02006998
E16 2HS,E09000025,51.500335,0.024638,E01034229,E02006999
E16 2HT,E09000025,51.501719,0.054684,E01033581,E02006998
E16 2HU,E09000025,51.505442,0.076121,E01034207,E02000746
E16 2HW,E09000025,51.519102,-0.005664,E01003497,E02000747
E16 2HX,E09000025,51.501737,0.056227,E01033581,E02006998
E16 2HY,E09000025,51.501867,0.05289,E01034224,E02006998
E16 2HZ,E09000025,51.501604,0.057129,E01033581,E02006998
E16 2JA,E09000025,51.499947,0.062414,E01003611,E02006998
E16 2JB,E09000025,51.500801,0.058331,E01003611,E02006998
E16 2JD,E09000025,51.49993,0.06286,E01003611,E02006998
E16 2JE,E09000025,51.501494,0.059818,E01033581,E02006998
E16 2JF,E09000025,51.501259,0.06243,E01003611,E02006998
E16 2JG,E09000025,51.499947,0.062414,E01003611,E02006998
E16 2JH,E09000025,51.500626,0.061119,E01003611,E02006998
E16 2JJ,E09000025,51.499761,0.063241,E01003611,E02006998
E16 2JL,E09000025,51.500351,0.062461,E01003611,E02006998
E16 2JN,E09000025,51.499947,0.062414,E01003611,E02006998
E16 2JP,E09000025,51.502007,0.052637,E01034224,E02006998
E16 2JQ,E09000025,51.50545,0.076683,E01034207,E02000746
E16 2JR,E09000025,51.501822,0.053406,E01033581,E02006998
E16 2JS,E09000025,51.500018,0.061423,E01003611,E02006998
E16 2JT,E09000025,51.506392,0.076856,E01034206,E02000746
E16 2JU,E09000025,51.503005,0.071039,E01033581,E02006998
E16 2JW,E09000025,51.501749,0.030277,E01034228,E02006999
E16 2JX,E09000025,51.501749,0.030277,E01034228,E02006999
E16 2JY,E09000025,51.500971,0.058872,E01003611,E02006998
E16 2JZ,E09000025,51.501718,0.058358,E01033581,E02006998
E16 2LA,E09000025,51.501033,0.05791,E01033581,E02006998
E16 2LB,E09000025,51.501033,0.05791,E01033581,E02006998
E16 2LD,E09000025,51.501771,0.058894,E01033581,E02006998
E16 2LE,E09000025,51.501222,0.060958,E01003611,E02006998
E16 2LF,E09000025,51.501222,0.060958,E01003611,E02006998
E16 2LG,E09000025,51.501065,0.061701,E01003611,E02006998
E16 2LH,E09000025,51.500881,0.063508,E01003611,E02006998
E16 2LJ,E09000025,51.50094,0.062675,E01003611,E02006998
E16 2LL,E09000025,51.501185,0.063565,E01003611,E02006998
E16 2LN,E09000025,51.500904,0.063739,E01003611,E02006998
E16 2LP,E09000025,51.50082,0.064384,E01003611,E02006998
E16 2LQ,E09000025,51.501065,0.061701,E01003611,E02006998
E16 2LR,E09000025,51.501715,0.064122,E01003611,E02006998
E16 2LS,E09000025,51.501224,0.06495,E01003611,E02006998
E16 2LT,E09000025,51.500611,0.064504,E01003611,E02006998
E16 2LU,E09000025,51.500952,0.065053,E01003611,E02006998
E16 2LW,E09000025,51.500677,0.063844,E01003611,E02006998
E16 2LX,E09000025,51.500643,0.065255,E01033581,E02006998
E16 2LY,E09000025,51.501011,0.06579,E01003611,E02006998
E16 2LZ,E09000025,51.500711,0.065993,E01003611,E02006998
E16 2NA,E09000025,51.500997,0.066611,E01003611,E02006998
E16 2NB,E09000025,51.500779,0.066745,E01003611,E02006998
E16 2ND,E09000025,51.50112,0.067265,E01033581,E02006998
E16 2NE,E09000025,51.500974,0.067921,E01033581,E02006998
E16 2NF,E09000025,51.501393,0.067119,E01033581,E02006998
E16 2NG,E09000025,51.501167,0.068679,E01033581,E02006998
E16 2NH,E09000025,51.500287,0.069619,E01033581,E02006998
E16 2NJ,E09000025,51.501111,0.069325,E01033581,E02006998
E16 2NL,E09000025,51.500273,0.065814,E01033581,E02006998
E16 2NN,E09000025,51.501843,0.05992,E01033581,E02006998
E16 2NP,E09000025,51.501867,0.05289,E01034224,E02006998
E16 2NQ,E09000025,51.502124,0.046965,E01034224,E02006998
E16 2NR,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2NS,E09000025,51.501867,0.05289,E01034224,E02006998
E16 2NT,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2NU,E09000025,51.50133,0.069147,E01033581,E02006998
E16 2NW,E09000025,51.499551,0.069542,E01033582,E02006998
E16 2NX,E09000025,51.500497,0.069974,E01033582,E02006998
E16 2NY,E09000025,51.501639,0.030877,E01034228,E02006999
E16 2NZ,E09000025,51.501017,0.030994,E01034228,E02006999
E16 2PA,E09000025,51.502966,0.07121,E01033581,E02006998
E16 2PB,E09000025,51.504147,0.046436,E01033581,E02006998
E16 2PD,E09000025,51.504147,0.046436,E01033581,E02006998
E16 2PE,E09000025,51.499775,0.031025,E01034228,E02006999
E16 2PF,E09000025,51.50097,0.030574,E01034228,E02006999
E16 2PG,E09000025,51.500935,0.029981,E01034228,E02006999
E16 2PH,E09000025,51.500466,0.029586,E01034228,E02006999
E16 2PJ,E09000025,51.504147,0.046436,E01033581,E02006998
E16 2PL,E09000025,51.500194,0.029703,E01034231,E02006999
E16 2PN,E09000025,51.499739,0.030533,E01034228,E02006999
E16 2PP,E09000025,51.498916,0.059658,E01003611,E02006998
E16 2PQ,E09000025,51.500375,0.030115,E01034228,E02006999
E16 2PR,E09000025,51.500852,0.029056,E01034228,E02006999
E16 2PS,E09000025,51.501897,0.029505,E01034227,E02006999
E16 2PT,E09000025,51.50012,0.028792,E01034231,E02006999
E16 2PU,E09000025,51.502134,0.037614,E01034224,E02006998
E16 2PW,E09000025,51.499738,0.028487,E01034231,E02006999
E16 2PX,E09000025,51.504147,0.046436,E01033581,E02006998
E16 2PY,E09000025,51.499993,0.029334,E01034231,E02006999
E16 2PZ,E09000025,51.499805,0.029816,E01034231,E02006999
E16 2QA,E09000025,51.504102,0.048005,E01033581,E02006998
E16 2QB,E09000025,51.501677,0.063212,E01003611,E02006998
E16 2QD,E09000025,51.502884,0.028598,E01034225,E02006999
E16 2QE,E09000025,51.506069,0.069175,E01033581,E02006998
E16 2QF,E09000025,51.505347,0.059055,E01033581,E02006998
E16 2QG,E09000025,51.499817,0.024471,E01034229,E02006999
E16 2QH,E09000025,51.50722,0.054817,E01003481,E02000748
E16 2QJ,E09000025,51.50695,0.075267,E01034206,E02000746
E16 2QL,E09000025,51.507057,0.074321,E01034207,E02000746
E16 2QN,E09000025,51.506895,0.073795,E01034207,E02000746
E16 2QP,E09000025,51.506463,0.074352,E01034207,E02000746
E16 2QQ,E09000025,51.504147,0.046436,E01033581,E02006998
E16 2QR,E09000025,51.50722,0.054817,E01003481,E02000748
E16 2QS,E09000025,51.506799,0.073128,E01034207,E02000746
E16 2QT,E09000025,51.507707,0.041393,E01003513,E02000748
E16 2QU,E09000025,51.507703,0.047287,E01003513,E02000748
E16 2QW,E09000025,51.506381,0.072374,E01034207,E02000746
E16 2QX,E09000025,51.50636,0.073036,E01034207,E02000746
E16 2QY,E09000025,51.504276,0.076486,E01033582,E02006998
E16 2QZ,E09000025,51.50634,0.073698,E01034207,E02000746
E16 2RA,E09000025,51.499531,0.024329,E01034229,E02006999
E16 2RB,E09000025,51.507158,0.06555,E01003481,E02000748
E16 2RD,E09000025,51.507567,0.063234,E01003481,E02000748
E16 2RE,E09000025,51.500025,0.028025,E01034230,E02006999
E16 2RF,E09000025,51.500025,0.028025,E01034230,E02006999
E16 2RG,E09000025,51.501831,0.072844,E01033581,E02006998
E16 2RH,E09000025,51.500561,0.070899,E01033582,E02006998
E16 2RJ,E09000025,51.50107,0.070649,E01033582,E02006998
E16 2RL,E09000025,51.5011,0.072465,E01033582,E02006998
E16 2RN,E09000025,51.499351,0.028499,E01034231,E02006999
E16 2RP,E09000025,51.499165,0.024716,E01034229,E02006999
E16 2RQ,E09000025,51.501366,0.072722,E01033582,E02006998
E16 2RR,E09000025,51.501776,0.071401,E01033581,E02006998
E16 2RS,E09000025,51.502,0.071959,E01033581,E02006998
E16 2RT,E09000025,51.50085,0.071863,E01033582,E02006998
E16 2RU,E09000025,51.501112,0.073331,E01033582,E02006998
E16 2RW,E09000025,51.509394,0.033298,E01003515,E02000749
E16 2RX,E09000025,51.500681,0.072807,E01033582,E02006998
E16 2RY,E09000025,51.50039,0.071929,E01033582,E02006998
E16 2RZ,E09000025,51.500116,0.071153,E01033582,E02006998
E16 2SA,E09000025,51.50389,0.023456,E01034229,E02006999
E16 2SB,E09000025,51.501544,0.031723,E01034225,E02006999
E16 2SD,E09000025,51.500922,0.031767,E01034228,E02006999
E16 2SE,E09000025,51.500292,0.031811,E01034228,E02006999
E16 2SF,E09000025,51.499488,0.03202,E01034231,E02006999
E16 2SG,E09000025,51.499561,0.029891,E01034231,E02006999
E16 2SH,E09000025,51.499007,0.029161,E01034231,E02006999
E16 2SJ,E09000025,51.499234,0.030597,E01034231,E02006999
E16 2SL,E09000025,51.503278,0.022939,E01034229,E02006999
E16 2SN,E09000025,51.501533,0.073912,E01033582,E02006998
E16 2SP,E09000025,51.500994,0.073383,E01033582,E02006998
E16 2SQ,E09000025,51.499111,0.029886,E01034231,E02006999
E16 2SR,E09000025,51.500049,0.07138,E01033582,E02006998
E16 2SS,E09000025,51.499208,0.027398,E01034230,E02006999
E16 2ST,E09000025,51.499951,0.070843,E01033582,E02006998
E16 2SU,E09000025,51.498921,0.02737,E01034231,E02006999
E16 2SW,E09000025,51.501359,0.073615,E01033582,E02006998
E16 2SX,E09000025,51.498842,0.026747,E01034229,E02006999
E16 2SY,E09000025,51.499311,0.026177,E01034230,E02006999
E16 2SZ,E09000025,51.498916,0.026102,E01034229,E02006999
E16 2TA,E09000025,51.501039,0.02817,E01034230,E02006999
E16 2TB,E09000025,51.500978,0.028528,E01034230,E02006999
E16 2TD,E09000025,51.500423,0.028388,E01034230,E02006999
E16 2TE,E09000025,51.500421,0.027985,E01034230,E02006999
E16 2TF,E09000025,51.499707,0.027189,E01034230,E02006999
E16 2TG,E09000025,51.499751,0.026687,E01034230,E02006999
E16 2TH,E09000025,51.501915,0.030558,E01034228,E02006999
E16 2TJ,E09000025,51.499414,0.029539,E01034231,E02006999
E16 2TL,E09000025,51.501882,0.029303,E01034227,E02006999
E16 2TN,E09000025,51.501877,0.029087,E01034227,E02006999
E16 2TP,E09000025,51.501205,0.028956,E01034227,E02006999
E16 2TQ,E09000025,51.50129,0.029738,E01034227,E02006999
E16 2TR,E09000025,51.501098,0.029427,E01034227,E02006999
E16 2TS,E09000025,51.50186,0.028005,E01034227,E02006999
E16 2TT,E09000025,51.501855,0.028293,E01034227,E02006999
E16 2TU,E09000025,51.501321,0.028486,E01034227,E02006999
E16 2TW,E09000025,51.501323,0.027823,E01034227,E02006999
E16 2TX,E09000025,51.501663,0.061439,E01033581,E02006998
E16 2TY,E09000025,51.50741,0.056828,E01003481,E02000748
E16 2TZ,E09000025,51.502318,0.023876,E01034229,E02006999
E16 2UA,E09000025,51.502329,0.024251,E01034229,E02006999
E16 2UB,E09000025,51.508872,0.072343,E01034207,E02000746
E16 2UD,E09000025,51.508609,0.073512,E01034207,E02000746
E16 2UE,E09000025,51.508626,0.072548,E01034207,E02000746
E16 2UF,E09000025,51.508702,0.072854,E01034207,E02000746
E16 2UG,E09000025,51.508689,0.073545,E01034207,E02000746
E16 2UH,E09000025,51.501821,0.026102,E01034227,E02006999
E16 2UJ,E09000025,51.501793,0.026662,E01034227,E02006999
E16 2UL,E09000025,51.501381,0.026586,E01034227,E02006999
E16 2UN,E09000025,51.501419,0.025954,E01034227,E02006999
E16 2UQ,E09000025,51.501061,0.025837,E01034229,E02006999
E16 2UR,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2US,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2UT,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2UU,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2UW,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2UX,E09000025,51.501827,0.052657,E01034224,E02006998
E16 2UY,E09000025,51.501827,0.052657,E01034224,E02006998
E16 2UZ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WA,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WB,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WD,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WE,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WF,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WG,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WH,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WJ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WL,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WN,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WP,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WQ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WR,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WS,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WT,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WU,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WW,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WX,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WY,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2WZ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2XA,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2XB,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2XD,E09000025,51.50741,0.056828,E01003481,E02000748
E16 2XE,E09000025,51.500747,0.025795,E01034229,E02006999
E16 2XF,E09000025,51.501034,0.02634,E01034227,E02006999
E16 2XG,E09000025,51.500568,0.026248,E01034230,E02006999
E16 2XH,E09000025,51.50072,0.025822,E01034229,E02006999
E16 2XJ,E09000025,51.505511,0.07732,E01034207,E02000746
E16 2XL,E09000025,51.50695,0.075253,E01034206,E02000746
E16 2XN,E09000025,51.506897,0.076749,E01034206,E02000746
E16 2XP,E09000025,51.506524,0.07751,E01034206,E02000746
E16 2XQ,E09000030,51.513198,-0.028275,E01035694,E02000887
E16 2XR,E09000025,51.506797,0.07833,E01034206,E02000746
E16 2XS,E09000025,51.506017,0.077199,E01034206,E02000746
E16 2XT,E09000025,51.506546,0.077785,E01034206,E02000746
E16 2XU,E09000025,51.506146,0.077536,E01034206,E02000746
E16 2XW,E09000025,51.506143,0.077205,E01034207,E02000746
E16 2XX,E09000025,51.506397,0.078052,E01034206,E02000746
E16 2XY,E09000025,51.50597,0.077788,E01034206,E02000746
E16 2XZ,E09000025,51.505465,0.077361,E01034207,E02000746
E16 2YA,E09000025,51.506898,0.076706,E01034206,E02000746
E16 2YB,E09000025,51.503045,0.03849,E01034225,E02006999
E16 2YE,E09000025,51.502063,0.033922,E01034225,E02006999
E16 2YF,E09000025,51.503045,0.03849,E01034225,E02006999
E16 2YG,E09000025,51.502063,0.033922,E01034225,E02006999
E16 2YH,E09000025,51.501889,0.033093,E01034225,E02006999
E16 2YJ,E09000025,51.502032,0.033647,E01034225,E02006999
E16 2YL,E09000025,51.499756,0.025405,E01034230,E02006999
E16 2YN,E09000025,51.508107,0.054021,E01003481,E02000748
E16 2YP,E09000025,51.507657,0.053482,E01003481,E02000748
E16 2YQ,E09000025,51.503045,0.03849,E01034225,E02006999
E16 2YR,E09000025,51.507417,0.052837,E01003481,E02000748
E16 2YS,E09000025,51.500326,0.025704,E01034230,E02006999
E16 2YT,E09000025,51.49938,0.025806,E01034230,E02006999
E16 2YU,E09000025,51.503045,0.03849,E01034225,E02006999
E16 2YW,E09000025,51.500282,0.026177,E01034230,E02006999
E16 2YX,E09000025,51.500337,0.025575,E01034230,E02006999
E16 2YY,E09000025,51.499402,0.025562,E01034230,E02006999
E16 2YZ,E09000025,51.5015,0.055899,E01033581,E02006998
E16 2ZA,E09000025,51.500827,0.027916,E01034230,E02006999
E16 2ZB,E09000025,51.503045,0.03849,E01034225,E02006999
E16 2ZD,E09000025,51.498803,0.0584,E01003611,E02006998
E16 2ZE,E09000025,51.498885,0.063951,E01033582,E02006998
E16 2ZF,E09000025,51.49898,0.0642,E01033582,E02006998
E16 2ZG,E09000025,51.502269,0.039666,E01034224,E02006998
E16 2ZH,E09000025,51.502054,0.039642,E01034224,E02006998
E16 2ZJ,E09000025,51.501974,0.040085,E01034224,E02006998
E16 2ZL,E09000025,51.501969,0.040373,E01034224,E02006998
E16 2ZN,E09000025,51.502407,0.040003,E01034224,E02006998
E16 2ZP,E09000025,51.502403,0.040263,E01034224,E02006998
E16 2ZQ,E09000025,51.50227,0.04066,E01034224,E02006998
E16 2ZR,E09000025,51.502054,0.040651,E01034224,E02006998
E16 2ZS,E09000025,51.502054,0.040651,E01034224,E02006998
E16 2ZT,E09000025,51.500248,0.02498,E01034229,E02006999
E16 2ZU,E09000025,51.500248,0.02498,E01034229,E02006999
E16 2ZZ,E09000025,51.500794,0.025148,E01034229,E02006999
E16 3AA,E09000025,51.51004,0.019362,E01003506,E02000747
E16 3AB,E09000025,51.51018,0.020593,E01003506,E02000747
E16 3AD,E09000025,51.510517,0.021905,E01003506,E02000747
E16 3AE,E09000025,51.510924,0.020727,E01003506,E02000747
E16 3AF,E09000025,51.510739,0.019479,E01003506,E02000747
E16 3AG,E09000025,51.511179,0.02058,E01003506,E02000747
E16 3AH,E09000025,51.510468,0.023748,E01003506,E02000747
E16 3AJ,E09000025,51.511508,0.023895,E01003515,E02000749
E16 3AL,E09000025,51.510209,0.023606,E01003506,E02000747
E16 3AN,E09000025,51.510364,0.025054,E01003506,E02000747
E16 3AP,E09000025,51.511062,0.024754,E01003506,E02000747
E16 3AQ,E09000025,51.511054,0.022592,E01003506,E02000747
